chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
打手老大,Tough Boss,MM25_Prof2_CR4_tough_boss,MM25,"['小型', '中型']",False,,类人,,中立,16,82（11d8+33）,30尺,+2（12）,"{'scores': '17', 'mod': '+3', 'save': '+5'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+2'}",,,,,,被动察觉10,通用语以及两门其他语言,4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>集群战术Pack Tactics。</strong>若打手老大的攻击目标生物5尺内存在有至少一名打手老大未<u>失能</u>的盟友，则打手老大对该生物进行的攻击检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>打手老大使用战锤或重弩发动共计两次攻击。<br/>\n<strong>战锤Warhammer。</strong>近战攻击：+5，触及5尺。<em>命中：</em>12（2d8+3）钝击伤害。若目标生物体型不超过大型，则打手老大将其直线推离至多10尺。<br/>\n<strong>重弩Heavy Crossbow。</strong>远程攻击：+4，射程100/400尺。<em>命中：</em>13（2d10+2）穿刺伤害。\n</p>'}]"
斥候,Scout,MM25_Prof2_CR1_2_scout,MM25,"['小型', '中型']",False,,类人,,中立,13,16（3d8+3）,30尺,+2（12）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",自然+4，察觉+5，隐匿+6，求生+5,,,,,被动察觉15,通用语以及两门其他语言,1/2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>斥候使用短剑或长弓发动共计两次攻击。<br/>\n<strong>短剑Short sword。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）穿刺伤害。<br/>\n<strong>长弓Longbow。</strong><em>远程攻击检定：</em>+4，射程150/600尺。<em>命中：</em>6（1d8+2）穿刺伤害。<br/>\n</p>'}]"
斥候队长,Scout Captain,MM25_Prof2_CR3_scout_captain,MM25,"['小型', '中型']",False,,类人,,中立,15,66（12d8+12）,30尺，攀爬30尺,+5（15）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",察觉+6，隐匿+7，求生+6,,,,,被动察觉16,通用语以及两门其他语言,3,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>斥候队长使用短剑或长弓发动共计两次攻击。<br/>\n<strong>短剑Short sword。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>6（1d6+3）穿刺伤害，若本次攻击具有优势，则外加10（3d6）穿刺伤害。<br/>\n<strong>长弓Longbow。</strong><em>远程攻击检定：</em>+5，射程150/600尺。<em>命中：</em>7（1d8+3）穿刺伤害，若本次攻击具有优势，则外加10（3d6）穿刺伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>瞄准Aim。</strong>斥候队长令其在当前回合中进行的下次攻击检定具有优势。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>直觉闪避Uncanny Dodge。</strong><em>触发：</em>斥候队长被一次攻击检定命中。<em>响应：</em>斥候队长因此次攻击受到的伤害减半（向下取整）。\n</p>'}]"
历战武者,Warrior Veteran,MM25_Prof2_CR3_warrior_veteran,MM25,"['小型', '中型']",False,,类人,,中立,17,65（10d8+20）,30尺,+3（13）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",运动+5，察觉+2,,,,,被动察觉12,通用语以及一门其他语言,3,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>历战武者发动两次巨剑或重弩攻击。<br/>\n<strong>巨剑Greatsword。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>10（2d6+3）挥砍伤害。<br/>\n<strong>重弩Heavy Crossbow。</strong><em>远程攻击检定：</em>+3，射程100/400尺。<em>命中：</em>12（2d10+1）穿刺伤害。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>格挡Parry。</strong><em>触发：</em>武者在持握武器期间因近战攻击检定被命中。<em>响应：</em>武者令其对抗那次攻击的AC+2，可能令那次攻击改为失手。\n</p>'}]"
新晋武者,Warrior Infantry,MM25_Prof2_CR1_8_warrior_infantry,MM25,"['小型', '中型']",False,,类人,,中立,13,9（2d8）,30尺,+0（10）,"{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}",,,,,,被动察觉10,通用语,1/8,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>集群战术Pack Tactics。</strong>若武者的攻击目标生物5尺内存在有至少一名武者未<u>失能</u>的盟友，则武者对该生物进行的攻击检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>矛Spear。</strong><em>近战或远程攻击检定：</em>+3，触及5尺或射程20/60尺。<em>命中：</em>4（1d6+1）穿刺伤害。<br/>\n</p>'}]"
武将,Warrior Commander,MM25_Prof4_CR10_warrior_commander,MM25,"['小型', '中型']",False,,类人,,中立,18,161（19d8+76）,30尺,+9（19）,"{'scores': '21', 'mod': '+5', 'save': '+9'}","{'scores': '20', 'mod': '+5', 'save': '+9'}","{'scores': '18', 'mod': '+4', 'save': '+8'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",运动+9，洞悉+7，察觉+7,,,,,被动察觉17,通用语以及一门其他语言,10,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>武将使用巨剑或长弓发动共计三次攻击。<br/>\n<strong>巨剑Greatsword。</strong><em>近战攻击检定：</em>+9，触及5尺。<em>命中：</em>19（4d6+5）挥砍伤害。武将还将造成下列效应之一：<br/>\n<strong><em>削弱Sap。</em></strong>直至武将的下个回合开始，目标的下次攻击检定具有劣势。<br/>\n<strong><em>机动Maneuver。</em></strong>一名能看见或听见武将的盟友能以其反应移动至多等于其速度一半的距离且不会引发<u>借机攻击</u>。<br/>\n<strong>长弓Longbow。</strong><em>远程攻击检定：</em>+9，射程150/600尺。<em>命中：</em>18（3d8+5）穿刺伤害，且目标的速度降低10尺直至其下个回合结束。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>战术突进Tactical Charge。</strong>武将向一名其可见的敌人直线移动至多等于其速度一半的距离。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>反制攻击Counterattack。</strong><em>触发：</em>武将被一次攻击检定命中。<em>响应：</em>武将令其对抗那次攻击的AC+4，可能令那次攻击改为失手。 \n若那次攻击失手，则武将可以对攻击者发动一次巨剑或长弓攻击。\n</p>'}]"
海盗,Pirate,MM25_Prof2_CR1_pirate,MM25,"['小型', '中型']",False,,类人,,中立,14,33（6d8+6）,30尺,+5（15）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+4'}",,,,,,被动察觉11,通用语以及一门其他语言,1,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>海盗发动两次匕首攻击。其可以将其中一次攻击替换为使用华丽炫技。<br/>\n<strong>匕首Dagger。</strong>近战或远程攻击：+5，触及5尺或射程20/60尺。<em>命中：</em>5（1d4+3）穿刺伤害。<br/>\n<strong>华丽炫技Enthralling Panache。</strong>感知豁免：DC12，单一30尺内海盗可见的生物。<em>失败：</em>目标陷入<u>魅惑</u>状态直至海盗的下个回合开始。<br/>\n</p>'}]"
海盗将军,Pirate Admiral,MM25_Prof4_CR12_pirate_admiral,MM25,"['小型', '中型']",False,,类人,,中立,20,182（28d8+56）,30尺,+10（20）,"{'scores': '14', 'mod': '+2', 'save': '+6'}","{'scores': '22', 'mod': '+6', 'save': '+10'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+6'}","{'scores': '19', 'mod': '+4', 'save': '+8'}",特技+10，运动+6，察觉+6,,,,,被动察觉16,通用语以及一门其他语言,12,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>海盗将军使用弯刀或手铳发动共计三次攻击。<br/>\n<strong>弯刀Scimitar。</strong><em>近战攻击检定：</em>+10，触及5尺。<em>命中：</em>16（3d6+6）挥砍伤害外加7（2d6）毒素伤害，且目标承受以下效应之一（由海盗将军选择）：<br/>\n<strong><em>敬惧Awestruck。</em></strong>目标陷入<u>魅惑</u>状态直至海盗将军的下个回合开始。<br/>\n<strong><em>毒杀Poison。</em></strong>目标陷入<u>中毒</u>状态直至海盗将军的下个回合开始。<br/>\n<strong>手铳Pistol。</strong><em>远程攻击检定：</em>+10，射程30/90尺。<em>命中：</em>28（4d10+6）穿刺伤害。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>给我上！Rally（1/日）。</strong>海盗将军选择30尺内至多三名其他生物。目标的攻击检定和豁免检定具有优势，直至海盗将军的下个回合开始。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>防守架势Defensive Stance。</strong><em>触发：</em>海盗将军在持握武器期间因近战攻击检定被命中。<em>响应：</em>直至海盗将军的下个回合开始，海盗将军令其对抗近战攻击检定（包括触发攻击）的AC+4，可能令那次攻击改为失手。\n</p>'}]"
海盗船长,Pirate Captain,MM25_Prof3_CR6_pirate_captain,MM25,"['小型', '中型']",False,,类人,,中立,17,84（13d8+26）,30尺,+7（17）,"{'scores': '10', 'mod': '+0', 'save': '+3'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '17', 'mod': '+3', 'save': '+6'}",特技+7，察觉+5,,,,,被动察觉15,通用语以及一门其他语言,6,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>海盗船长使用刺剑或手铳发动共计三次攻击。<br/>\n<strong>刺剑Rapier。</strong>近战攻击：+7，触及5尺。<em>命中：</em>13（2d8+4）穿刺伤害，且海盗船长在本回合结束前进行的下次攻击检定具有优势。<br/><strong>手铳Pistol。</strong>远程攻击：+7，射程30/90尺。<em>命中：</em>15（2d10+4）穿刺伤害。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>领袖魅力Captain’s Charm。</strong>感知豁免：DC14，单一30尺内海盗船长可见的生物。<em>失败：</em>目标陷入<u>魅惑</u>状态直至海盗船长的下个回合开始。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>弹反Riposte。</strong><em>触发：</em>海盗船长在持握武器期间因近战攻击检定被命中。<em>响应：</em>海盗船长令其对抗那次攻击的AC+3，可能令那次攻击改为失手。若那次攻击失手，且触发生物位于船长的触及范围内，则船长对该生物发动一次刺剑攻击。\n</p>'}]"
演艺传奇,Performer Legend,MM25_Prof4_CR10_performer_legend,MM25,"['小型', '中型']",False,,类人,,中立,20,162（25d8+50）,30尺,+9（19）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '20', 'mod': '+5', 'save': '+9'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '15', 'mod': '+2', 'save': '+6'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '20', 'mod': '+5', 'save': '+9'}",特技+13，运动+5，察觉+7，表演+13，隐匿+9,,,,,被动察觉17,通用语以及两门其他语言,10,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>演艺传奇发动三次镶玉指挥杖攻击。<br/>\n<strong>镶玉指挥杖Bejeweled Baton。</strong><em>近战攻击检定：</em>+9，触及5尺。<em>命中：</em>10（2d4+5）钝击伤害外加10（3d6）心灵伤害。<br/>\n<strong>庄严之歌Majestic Song。</strong><em>感知豁免检定：</em>DC17，以120尺内一点为中心半径20尺的<u>球状</u>区域内的每个生物。<em>失败：</em>22（4d8+4）心灵伤害，且目标陷入<u>魅惑</u>或<u>恐慌</u>状态（由演艺传奇选择），直至演艺传奇的下个回合结束。<em>成功：</em>仅半伤。<br/>\n<strong>施法Spellcasting。</strong>演艺传奇施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC17）：<br/>\n<strong><em>随意：</em></strong><u><i>法师之手Mage Hand，次级幻象Minor Illusion，魔法伎俩Prestidigitation</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i>高级幻影Major Image，投影术Project Image</i></u><br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>魅力之佑Warding Charm。</strong><em>触发：</em>一名生物对演艺者进行攻击检定并命中。<em>响应-感知豁免检定：</em>DC17，触发生物。<em>失败：</em>此次攻击检定改为失手，且目标陷入<u>魅惑</u>状态直至演艺传奇的下个回合结束。\n</p>'}]"
演艺尊师,Performer Maestro,MM25_Prof3_CR6_performer_maestro,MM25,"['小型', '中型']",False,,类人,,中立,18,110（17d8+34）,30尺,+7（17）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '19', 'mod': '+4', 'save': '+7'}",特技+10，运动+4，察觉+5，表演+10，隐匿+7,,,,,被动察觉15,通用语以及一门其他语言,6,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>演艺尊师发动三次刺剑攻击。<br/>\n<strong>刺剑Rapier。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>8（1d8+4）穿刺伤害外加7（2d6）心灵伤害。<br/>\n<strong>迷魅之歌Beguiling Song。</strong><em>感知豁免检定：</em>DC15，以120尺内一点为中心半径20尺的<u>球状</u>区域内的每个生物。<em>失败：</em>20（3d10+4）心灵伤害，且目标陷入<u>魅惑</u>状态直至演艺尊师的下个回合结束。<em>成功：</em>仅半伤。<br/>\n<strong>施法Spellcasting。</strong>演艺尊师施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>次级幻象Minor Illusion，魔法伎俩Prestidigitation</i></u><br/>\n<strong><em>1/日：</em></strong><u><i>塔莎狂笑术Tasha’s Hideous Laughter</i></u>（三环版本）\n</p>'}]"
演艺者,Performer,MM25_Prof2_CR1_2_performer,MM25,"['小型', '中型']",False,,类人,,中立,13,27（5d8+5）,30尺,+3（13）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+5'}",特技+5，运动+3，表演+7,,,,,被动察觉12,通用语以及一门其他语言,1/2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>短剑Shortsword。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>6（1d6+3）穿刺伤害。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>直觉闪避Uncanny Dodge。</strong><em>触发：</em>演艺者被一次攻击检定命中。<em>响应：</em>演艺者因此次攻击受到的伤害减半（向下取整）。\n</p>'}]"
狂战士,Berserker,MM25_Prof2_CR2_berserker,MM25,"['小型', '中型']",False,,类人,,中立,13,67（9d8+27）,30尺,+1（11）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '9', 'mod': '-1', 'save': '-1'}",,,,,,被动察觉10,通用语,2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>浴血狂怒Bloodied Fury。</strong>狂战士在浴血期间进行的攻击检定与豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>巨斧Greataxe。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>9（1d12+3）挥砍伤害。\n</p>'}]"
狂战将,Berserker Commander,MM25_Prof3_CR8_berserker_commander,MM25,"['小型', '中型']",False,,类人,,中立,16,136（16d8+64）,40尺,+5（15）,"{'scores': '19', 'mod': '+4', 'save': '+7'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '19', 'mod': '+4', 'save': '+7'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '9', 'mod': '-1', 'save': '-1'}",运动+7，察觉+5,,,魅惑，恐慌,,被动察觉15,通用语,8,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>浴血狂怒Bloodied Fury。</strong>狂战将在浴血期间进行的攻击检定与豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>狂战将使用巨斧或标枪发动共计三次攻击。<br/>\n<strong>巨斧Greataxe。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>10（1d12+4）挥砍伤害，且目标或其5尺内的另一生物受到10（3d6）雷鸣伤害。<br/>\n<strong>标枪Javelin。</strong><em>近战或远程攻击检定：</em>+7，触及5尺或射程30/120尺。<em>命中：</em>18（4d6+4）穿刺伤害，且目标速度降低5尺直至狂战将的下个回合开始。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>狂怒冲杀Frenzied Rush。</strong>狂战将30尺内的每名盟友都能够以其反应移动至多等于其自身速度一半的距离，且不会引发<u>借机攻击</u>。同时，狂战将也可以移动至多等于自身速度一半的距离，且不会引发借机攻击。\n</p>'}]"
侍祭僧侣,Priest Acolyte,MM25_Prof2_CR1_4_priest_acolyte,MM25,"['小型', '中型']",False,,类人,牧师,中立,13,11（2d8+2）,30尺,+0（10）,"{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",医药+4，宗教+2,,,,,被动察觉12,通用语,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>硬头锤Mace。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）钝击伤害外加2（1d4）光耀伤害。<br/>\n<strong>光焰Radiant Flame。</strong><em>远程攻击检定：</em>+4，射程60尺。<em>命中：</em>7（2d6）光耀伤害。<br/>\n<strong>施法Spellcasting。</strong>侍祭僧侣施展以下一道法术，使用感知作为施法属性：<br/>\n<strong><em>随意：</em></strong><u><i>光亮术Light，奇术Thaumanturgy</i></u><br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>至圣援护Divine Aid（1/日）。</strong>侍祭僧侣施展<u><i>祝福术Bless</i></u>、<u><i>治愈真言Healing Word</i></u>或<u><i>庇护术Sanctuary</i></u>，使用与施法动作相同的施法属性。\n</p>'}]"
大祭司,Archpriest,MM25_Prof4_CR12_archpriest,MM25,"['小型', '中型']",False,,类人,牧师,中立,16,240（32d8+96）,30尺,+5（15）,"{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '17', 'mod': '+3', 'save': '+7'}","{'scores': '14', 'mod': '+2', 'save': '+6'}","{'scores': '21', 'mod': '+5', 'save': '+9'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",洞悉+9，医药+9，察觉+9，宗教+10,,,,,被动察觉19,通用语以及两门其他语言,12,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>大祭司发动三次圣光惩灭攻击。<br/>\n<strong>圣光惩灭Radiant Burst。</strong><em>近战或远程攻击检定：</em>+9，触及5尺或射程60尺。<em>命中：</em>27（4d10+5）光耀伤害。<br/>\n<strong>至圣真言Holy Word（充能4~6）。</strong><em>感知豁免检定：</em>DC17，源自大祭司的20尺<u>光环</u>区域内的所有敌人。<em>失败：</em>21（6d6）光耀伤害，且目标陷入<u>震慑</u>状态直至大祭司的下个回合结束。<em>成功：</em>仅半伤。<br/>\n<strong>施法Spellcasting。</strong>祭司施展以下一道法术，无需任何材料成分并使用感知作为施法属性：<br/>\n<strong><em>随意：</em></strong><u><i>光亮术Light，奇术Thaumanturgy</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i>    焰击术Flame Strike</i></u>（六环版本），<u><i> 高等复原术Greater Restoration，死者复活Raise Dead，诚实之域Zone of Truth</i></u><br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>至圣援护Divine Aid（3/日）。</strong>大祭司施展<u><em>祝福术Bless</em></u>、<u><em>解除魔法Dispel \nMagic、治愈真言Healing Word</em></u>或<u><em>次等复原术Lesser \nRestoration</em></u>，使用与施法动作相同的施法属性。\n</p>'}]"
祭司,Priest,MM25_Prof2_CR2_priest,MM25,"['小型', '中型']",False,,类人,牧师,中立,13,38（7d8+7）,30尺,+0（10）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '13', 'mod': '+1', 'save': '+1'}",医药+7，察觉+5，宗教+5,,,,,被动察觉15,通用语以及一门其他语言,2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>祭司使用硬头锤或光焰发动共计两次攻击。<br/>\n<strong>硬头锤Mace。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>6（1d6+3）钝击伤害外加5（2d4）光耀伤害。<br/>\n<strong>光焰Radiant Flame。</strong><em>远程攻击检定：</em>+5，射程60尺。<em>命中：</em>11（2d10）光耀伤害。<br/>\n<strong>施法Spellcasting。</strong>祭司施展以下一道法术，使用感知作为施法属性：<br/>\n<strong><em>随意：</em></strong><u><i>光亮术Light，奇术Thaumanturgy</i></u><br/>\n<strong><em>1/日：</em></strong><u><i>灵体卫士Spirit Guardians</i></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>至圣援护Divine Aid（3/日）。</strong>祭司施展<u><i>祝福术Bless</i></u>、<u><i>解除魔法Dispel Magic</i></u>、<u><i>治愈真言Healing Word</i></u>或<u><i>次等复原术Lesser Restoration</i></u>，使用与施法动作相同的施法属性。\n</p>'}]"
警卫,Guard,MM25_Prof2_CR1_8_guard,MM25,"['小型', '中型']",False,,类人,,中立,16,11（2d8+2）,30尺,+1（11）,"{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",察觉+2,,,,,被动察觉12,通用语,1/8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>矛Spear。</strong><em>近战或远程攻击检定：</em>+3，触及5尺或射程20/60尺。<em>命中：</em>4（1d6+1）穿刺伤害。\n</p>'}]"
警卫队长,Guard Captain,MM25_Prof2_CR4_guard_captain,MM25,"['小型', '中型']",False,,类人,,中立,18,75（10d8+30）,30尺,+4（14）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+1'}",运动+6，察觉+4,,,,,被动察觉14,通用语,4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>警卫队长使用标枪或长剑发动共计两次攻击。<br/>\n<strong>标枪Javelin。</strong><em>近战或远程攻击检定：</em>+6，触及5尺或射程30/120尺。<em>命中：</em>14（3d6+4）穿刺伤害。<br/>\n<strong>长剑Longsword。</strong><em>近战攻击检定：</em>+6，触及5尺。<em>命中：</em>15（2d10+4）挥砍伤害。<br/>\n</p>'}]"
贵族,Noble,MM25_Prof2_CR1_8_noble,MM25,"['小型', '中型']",False,,类人,,中立,15,9（2d8）,30尺,+1（11）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",欺瞒+5，洞悉+4，游说+5,,,,,被动察觉12,通用语以及两门其他语言,1/8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>刺剑Rapier。</strong><em>近战攻击检定：</em>+3，触及5尺。<em>命中：</em>5（1d8+1）穿刺伤害。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>格挡Parry。</strong><em>触发：</em>贵族在持握武器期间因近战攻击检定被命中。<em>响应：</em>贵族令其对抗那次攻击的AC+2，可能令那次攻击改为失手。<br/>\n</p>'}]"
